 TIME                    	Tair                     	Tsky                     	I                        	Ib                       	Id                       	It                       	Vent                     	humidity                 	
  +8.3090000000000000E+03	  -8.9500000000000011E+00	  -2.6942776339260973E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.1500000000000000E+01	  +8.8500000000000000E+01	
  +8.3100000000000000E+03	  -1.0050000000000001E+01	  -2.8323276163056391E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.0750000000000000E+01	  +9.1500000000000000E+01	
  +8.3110000000000000E+03	  -1.1150000000000000E+01	  -2.9675528284375815E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.0350000000000001E+01	  +9.5500000000000000E+01	
  +8.3120000000000000E+03	  -1.2300000000000001E+01	  -3.1079123961377263E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.7000000000000011E+00	  +9.9500000000000000E+01	
  +8.3130000000000000E+03	  -1.1600000000000001E+01	  -3.0498946539014213E+01	  +2.5559999999999999E+02	  +8.4236177377410485E+01	  +1.7136382262258951E+02	  +5.9653983275569351E+02	  +7.7500000000000000E+00	  +9.7500000000000000E+01	
  +8.3140000000000000E+03	  -9.4500000000000011E+00	  -2.8307354187821176E+01	  +6.0120000000000005E+02	  +3.0855489602275355E+02	  +2.9264510397724649E+02	  +1.3663533548979160E+03	  +8.0000000000000000E+00	  +9.1500000000000000E+01	
  +8.3150000000000000E+03	  -8.0999999999999996E+00	  -2.5677575201514401E+01	  +7.5239999999999998E+02	  +2.7937482594311240E+02	  +4.7302517405688758E+02	  +1.3282538786545294E+03	  +8.2500000000000000E+00	  +8.6500000000000000E+01	
  +8.3160000000000000E+03	  -7.9000000000000004E+00	  -2.2932433806713505E+01	  +4.4280000000000001E+02	  +0.0000000000000000E+00	  +4.4280000000000001E+02	  +3.9740740894829116E+02	  +8.0000000000000000E+00	  +8.7000000000000000E+01	
  +8.3170000000000000E+03	  -8.5000000000000000E+00	  -2.2239001199240079E+01	  +3.8519999999999999E+02	  +0.0000000000000000E+00	  +3.8519999999999999E+02	  +3.4571213623957033E+02	  +7.7500000000000000E+00	  +9.1000000000000000E+01	
  +8.3180000000000000E+03	  -8.8000000000000007E+00	  -2.2450159908490519E+01	  +5.0760000000000002E+02	  +5.9991686252684346E+01	  +4.4760831374731566E+02	  +6.0868396475881843E+02	  +6.1500000000000004E+00	  +9.4000000000000000E+01	
  +8.3190000000000000E+03	  -9.0999999999999996E+00	  -2.2646775929207763E+01	  +3.1319999999999999E+02	  +1.8291786934002552E+01	  +2.9490821306599742E+02	  +3.4157838299425083E+02	  +4.2999999999999998E+00	  +9.7000000000000000E+01	
  +8.3200000000000000E+03	  -9.8500000000000014E+00	  -2.3314984882651743E+01	  +1.5120000000000002E+02	  +2.9421140055237455E+01	  +1.2177885994476256E+02	  +3.3138710061739903E+02	  +4.0000000000000000E+00	  +9.9500000000000000E+01	
  +8.3210000000000000E+03	  -1.0150000000000000E+01	  -2.3501967777269073E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.2999999999999998E+00	  +1.0000000000000000E+02	
  +8.3220000000000000E+03	  -9.8500000000000014E+00	  -2.3022431895640523E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.7000000000000002E+00	  +1.0000000000000000E+02	
  +8.3230000000000000E+03	  -9.6000000000000014E+00	  -2.2598748777517244E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.4000000000000004E+00	  +1.0000000000000000E+02	
  +8.3240000000000000E+03	  -9.3499999999999996E+00	  -2.2184401548449785E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.5000000000000000E+00	  +1.0000000000000000E+02	
  +8.3250000000000000E+03	  -9.0999999999999996E+00	  -2.1788349257203350E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.8000000000000007E+00	  +1.0000000000000000E+02	
  +8.3260000000000000E+03	  -8.8499999999999996E+00	  -2.1427309339069325E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.3500000000000005E+00	  +9.9500000000000000E+01	
  +8.3270000000000000E+03	  -8.5999999999999996E+00	  -2.1107333175275812E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.7500000000000000E+00	  +9.8500000000000000E+01	
  +8.3280000000000000E+03	  -8.3499999999999996E+00	  -2.0832280078637865E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.6000000000000005E+00	  +9.7500000000000000E+01	
  +8.3290000000000000E+03	  -8.0000000000000000E+00	  -2.0535699835400351E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.6500000000000004E+00	  +9.4500000000000000E+01	
  +8.3300000000000000E+03	  -7.6000000000000005E+00	  -2.0218588337637954E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.7500000000000000E+00	  +9.1500000000000000E+01	
  +8.3310000000000000E+03	  -7.2000000000000002E+00	  -1.9879187642091296E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0999999999999996E+00	  +9.0000000000000000E+01	
  +8.3320000000000000E+03	  -6.7500000000000000E+00	  -1.9518522516507431E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.3000000000000007E+00	  +8.8500000000000000E+01	
  +8.3330000000000000E+03	  -6.3000000000000007E+00	  -1.9176603765101675E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.7000000000000011E+00	  +8.7500000000000000E+01	
  +8.3340000000000000E+03	  -5.9000000000000004E+00	  -1.8834658905023076E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.6500000000000004E+00	  +8.8000000000000000E+01	
  +8.3350000000000000E+03	  -5.4500000000000002E+00	  -1.8453177855060005E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.5500000000000007E+00	  +8.8500000000000000E+01	
  +8.3360000000000000E+03	  -5.0000000000000000E+00	  -1.8119993757732175E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.8000000000000007E+00	  +8.7000000000000000E+01	
  +8.3370000000000000E+03	  -2.9500000000000002E+00	  -1.6176184268266297E+01	  +2.9160000000000002E+02	  +9.6232814789853421E+01	  +1.9536718521014660E+02	  +7.0012440556363060E+02	  +9.6000000000000014E+00	  +7.8000000000000000E+01	
  +8.3380000000000000E+03	  -7.0000000000000007E-01	  -1.4002671068118730E+01	  +4.0680000000000001E+02	  +5.5543186127344754E+01	  +3.5125681387265524E+02	  +5.2544287666787920E+02	  +1.1100000000000001E+01	  +6.9000000000000000E+01	
  +8.3390000000000000E+03	  -4.0000000000000002E-01	  -1.3732170749323927E+01	  +2.9519999999999999E+02	  +0.0000000000000000E+00	  +2.9519999999999999E+02	  +2.6493827263219407E+02	  +1.2050000000000001E+01	  +6.8500000000000000E+01	
  +8.3400000000000000E+03	  -3.5000000000000003E-01	  -1.3672438391617959E+01	  +4.2119999999999999E+02	  +0.0000000000000000E+00	  +4.2119999999999999E+02	  +3.7802168168252081E+02	  +1.3150000000000000E+01	  +6.8500000000000000E+01	
  +8.3410000000000000E+03	  +1.5000000000000002E-01	  -1.3135255473818972E+01	  +6.1200000000000000E+02	  +7.5120822796437992E+01	  +5.3687917720356199E+02	  +7.2386389073376051E+02	  +1.4100000000000001E+01	  +6.7000000000000000E+01	
  +8.3420000000000000E+03	  +7.0000000000000007E-01	  -1.2523331292438741E+01	  +5.2920000000000005E+02	  +8.2749611313387376E+01	  +4.4645038868661265E+02	  +6.8498502204306737E+02	  +1.2900000000000000E+01	  +6.5500000000000000E+01	
  +8.3430000000000000E+03	  +1.1000000000000001E+00	  -1.4378734765882314E+01	  +6.6960000000000002E+02	  +3.5327473388464944E+02	  +3.1632526611535059E+02	  +1.7327406739522082E+03	  +1.1300000000000001E+01	  +6.4500000000000000E+01	
  +8.3440000000000000E+03	  +1.0500000000000000E+00	  -1.6659168247247578E+01	  +2.3759999999999999E+02	  +1.0054388382383465E+02	  +1.3705611617616535E+02	  +8.9640548468748102E+02	  +1.0900000000000000E+01	  +6.5000000000000000E+01	
  +8.3450000000000000E+03	  +6.0000000000000009E-01	  -1.6903850779693983E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.0050000000000001E+01	  +6.6500000000000000E+01	
  +8.3460000000000000E+03	  +2.5000000000000000E-01	  -1.7056678435196034E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0500000000000007E+00	  +6.7500000000000000E+01	
  +8.3470000000000000E+03	  -1.0000000000000001E-01	  -1.7210221998699751E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.9000000000000004E+00	  +6.8500000000000000E+01	
  +8.3480000000000000E+03	  -4.5000000000000001E-01	  -1.7392920355005629E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.4000000000000004E+00	  +6.9500000000000000E+01	
  +8.3490000000000000E+03	  -8.0000000000000004E-01	  -1.7602689083645942E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.0250000000000000E+01	  +7.0500000000000000E+01	
  +8.3500000000000000E+03	  -1.1500000000000001E+00	  -1.7850328523169225E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.0900000000000000E+01	  +7.1500000000000000E+01	
  +8.3510000000000000E+03	  -1.5000000000000000E+00	  -1.8158323329688017E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.0200000000000001E+01	  +7.2500000000000000E+01	
  +8.3520000000000000E+03	  -1.8500000000000001E+00	  -1.8517257175165270E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.7500000000000000E+00	  +7.3500000000000000E+01	
  +8.3530000000000000E+03	  -2.3000000000000003E+00	  -1.9022620825391897E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.6000000000000014E+00	  +7.5000000000000000E+01	
  +8.3540000000000000E+03	  -2.9000000000000004E+00	  -1.9719297015786765E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.7000000000000011E+00	  +7.7500000000000000E+01	
  +8.3550000000000000E+03	  -3.5000000000000000E+00	  -1.9300464877973127E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0500000000000007E+00	  +8.0000000000000000E+01	
  +8.3560000000000000E+03	  -4.1000000000000005E+00	  -1.8909174472397751E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.2500000000000000E+00	  +8.2500000000000000E+01	
  +8.3570000000000000E+03	  -4.7000000000000002E+00	  -1.9683055029155412E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.9000000000000004E+00	  +8.5000000000000000E+01	
  +8.3580000000000000E+03	  -5.2500000000000000E+00	  -2.0409059521954390E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.2500000000000000E+00	  +8.8000000000000000E+01	
  +8.3590000000000000E+03	  -5.8000000000000007E+00	  -2.1111215915985923E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.4500000000000002E+00	  +9.2000000000000000E+01	
  +8.3600000000000000E+03	  -6.4000000000000004E+00	  -2.1836722407503032E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.0000000000000000E+00	  +9.6000000000000000E+01	
  +8.3610000000000000E+03	  -4.8500000000000005E+00	  -2.0360294975893339E+01	  +3.3840000000000003E+02	  +1.1516063828345715E+02	  +2.2323936171654287E+02	  +8.5376298164850834E+02	  +4.7000000000000002E+00	  +9.0000000000000000E+01	
  +8.3620000000000000E+03	  -2.6000000000000001E+00	  -1.8139051132667646E+01	  +4.9680000000000001E+02	  +1.4861402291018533E+02	  +3.4818597708981468E+02	  +8.6962530135887948E+02	  +5.4500000000000002E+00	  +8.0500000000000000E+01	
  +8.3630000000000000E+03	  -1.4000000000000001E+00	  -1.8155407581358702E+01	  +8.6400000000000000E+02	  +4.5798582126972343E+02	  +4.0601417873027657E+02	  +1.8155047085183112E+03	  +6.3500000000000005E+00	  +7.6000000000000000E+01	
  +8.3640000000000000E+03	  +1.0000000000000001E-01	  -1.9076235864723230E+01	  +1.0728000000000000E+03	  +6.5946014360107733E+02	  +4.1333985639892262E+02	  +2.3313781281714332E+03	  +5.9000000000000004E+00	  +7.1000000000000000E+01	
  +8.3650000000000000E+03	  +1.4500000000000002E+00	  -2.0158794074414885E+01	  +1.3176000000000001E+03	  +9.2112231280824881E+02	  +3.9647768719175133E+02	  +3.1079759470819977E+03	  +5.3000000000000007E+00	  +6.7000000000000000E+01	
  +8.3660000000000000E+03	  +2.3000000000000003E+00	  -1.9142675548847251E+01	  +1.0692000000000000E+03	  +6.5129598632691182E+02	  +4.1790401367308823E+02	  +2.5401926566426773E+03	  +4.6000000000000005E+00	  +6.4500000000000000E+01	
  +8.3670000000000000E+03	  +1.9000000000000001E+00	  -1.5646890125784410E+01	  +4.1400000000000000E+02	  +1.1871772677402822E+02	  +2.9528227322597178E+02	  +7.5121845995742262E+02	  +3.6500000000000004E+00	  +6.7000000000000000E+01	
  +8.3680000000000000E+03	  +4.5000000000000001E-01	  -1.4554668952118163E+01	  +7.5600000000000009E+01	  +0.0000000000000000E+00	  +7.5600000000000009E+01	  +6.7850045430196062E+01	  +3.3000000000000003E+00	  +7.3500000000000000E+01	
  +8.3690000000000000E+03	  -4.5000000000000001E-01	  -1.5269504915607399E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.8000000000000003E+00	  +7.7500000000000000E+01	
  +8.3700000000000000E+03	  -5.5000000000000004E-01	  -1.5177718496194473E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2500000000000000E+00	  +7.8500000000000000E+01	
  +8.3710000000000000E+03	  -7.0000000000000007E-01	  -1.6244209420397397E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.1000000000000001E+00	  +7.9500000000000000E+01	
  +8.3720000000000000E+03	  -8.5000000000000009E-01	  -1.7321931660407358E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.4000000000000004E+00	  +8.0500000000000000E+01	
  +8.3730000000000000E+03	  -9.5000000000000007E-01	  -1.7254752411527932E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.9000000000000004E+00	  +8.1500000000000000E+01	
  +8.3740000000000000E+03	  -1.0500000000000000E+00	  -1.7225374388910296E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.9500000000000002E+00	  +8.2000000000000000E+01	
  +8.3750000000000000E+03	  -1.1500000000000001E+00	  -1.7241984520803186E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.0000000000000000E+00	  +8.2500000000000000E+01	
  +8.3760000000000000E+03	  -1.3000000000000000E+00	  -1.8466873187265833E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.1000000000000001E+00	  +8.3500000000000000E+01	
  +8.3770000000000000E+03	  -1.4000000000000001E+00	  -1.9786431056777019E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.9000000000000004E+00	  +8.2500000000000000E+01	
  +8.3780000000000000E+03	  -1.3500000000000001E+00	  -1.9880834471656385E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.0000000000000000E+00	  +8.1000000000000000E+01	
  +8.3790000000000000E+03	  -1.2500000000000000E+00	  -2.1045280497648633E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.8500000000000001E+00	  +8.1000000000000000E+01	
  +8.3800000000000000E+03	  -1.1500000000000001E+00	  -2.2291258421562304E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.3500000000000001E+00	  +8.1000000000000000E+01	
  +8.3810000000000000E+03	  -1.0500000000000000E+00	  -2.2387063586669001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2000000000000002E+00	  +8.1500000000000000E+01	
  +8.3820000000000000E+03	  -9.5000000000000007E-01	  -2.2400583129417925E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.1499999999999999E+00	  +8.3500000000000000E+01	
  +8.3830000000000000E+03	  -8.5000000000000009E-01	  -2.2453370098973863E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2500000000000000E+00	  +8.4500000000000000E+01	
  +8.3840000000000000E+03	  -7.5000000000000000E-01	  -2.2610659910490824E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.7500000000000000E+00	  +8.4000000000000000E+01	
  +8.3850000000000000E+03	  +8.5000000000000009E-01	  -2.2461732556397749E+01	  +3.0960000000000002E+02	  +1.2269657550062945E+02	  +1.8690342449937057E+02	  +8.4809364631454753E+02	  +3.5000000000000000E+00	  +7.7000000000000000E+01	
  +8.3860000000000000E+03	  +3.6000000000000001E+00	  -2.1154735794798626E+01	  +7.7760000000000002E+02	  +5.7394367143752254E+02	  +2.0365632856247748E+02	  +2.1716848180119669E+03	  +3.9000000000000004E+00	  +6.5500000000000000E+01	
  +8.3870000000000000E+03	  +5.7500000000000000E+00	  -1.9145545844431382E+01	  +1.1160000000000000E+03	  +9.1818295273055276E+02	  +1.9781704726944724E+02	  +2.8666750560075611E+03	  +3.7000000000000002E+00	  +5.8000000000000000E+01	
  +8.3880000000000000E+03	  +7.3500000000000005E+00	  -1.7605409628865374E+01	  +1.2096000000000001E+03	  +9.5416914935239970E+02	  +2.5543085064760044E+02	  +2.9229580631925714E+03	  +3.2500000000000000E+00	  +5.3000000000000000E+01	
  +8.3890000000000000E+03	  +7.5000000000000000E+00	  -1.4872835610395441E+01	  +1.0836000000000001E+03	  +6.5821501248551647E+02	  +4.2538498751448367E+02	  +2.3753330528791735E+03	  +3.0000000000000000E+00	  +5.2500000000000000E+01	
  +8.3900000000000000E+03	  +7.0000000000000000E+00	  -1.1592999216120859E+01	  +7.6680000000000007E+02	  +3.7149507237971773E+02	  +3.9530492762028234E+02	  +1.5861919019718259E+03	  +3.3500000000000001E+00	  +5.3500000000000000E+01	
  +8.3910000000000000E+03	  +7.2000000000000002E+00	  -8.9178702191950379E+00	  +4.3919999999999999E+02	  +1.1035756650807726E+02	  +3.2884243349192275E+02	  +7.5707209529856016E+02	  +3.7000000000000002E+00	  +5.2500000000000000E+01	
  +8.3920000000000000E+03	  +6.8000000000000007E+00	  -8.0445431524088349E+00	  +1.5120000000000002E+02	  +3.7161406066579339E+01	  +1.1403859393342069E+02	  +3.7883341056495112E+02	  +3.9000000000000004E+00	  +5.3500000000000000E+01	
  +8.3930000000000000E+03	  +5.9500000000000002E+00	  -8.7544775756695117E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.5000000000000000E+00	  +5.5500000000000000E+01	
  +8.3940000000000000E+03	  +5.5000000000000000E+00	  -9.0597649783440488E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.1000000000000005E+00	  +5.6500000000000000E+01	
  +8.3950000000000000E+03	  +5.0500000000000007E+00	  -9.3789630481870745E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.6000000000000005E+00	  +5.7500000000000000E+01	
  +8.3960000000000000E+03	  +4.5499999999999998E+00	  -9.7575289375602097E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.7500000000000000E+00	  +5.8500000000000000E+01	
  +8.3970000000000000E+03	  +4.0499999999999998E+00	  -1.0159071398556307E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.0500000000000007E+00	  +5.9500000000000000E+01	
  +8.3980000000000000E+03	  +3.6000000000000001E+00	  -1.0558729562005510E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.6000000000000005E+00	  +6.0000000000000000E+01	
  +8.3990000000000000E+03	  +3.1500000000000004E+00	  -1.0997507090955082E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.1500000000000004E+00	  +6.0500000000000000E+01	
  +8.4000000000000000E+03	  +2.6500000000000004E+00	  -1.1527235059890074E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.2500000000000000E+00	  +6.1500000000000000E+01	
  +8.4010000000000000E+03	  +1.9500000000000002E+00	  -1.2239973645627288E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.7000000000000002E+00	  +6.4500000000000000E+01	
  +8.4020000000000000E+03	  +9.5000000000000007E-01	  -1.2213601966137901E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.9000000000000004E+00	  +6.8500000000000000E+01	
  +8.4030000000000000E+03	  -1.5000000000000002E-01	  -1.2372351558619130E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.3500000000000005E+00	  +7.2000000000000000E+01	
  +8.4040000000000000E+03	  -1.2500000000000000E+00	  -1.3622876586930374E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.8000000000000007E+00	  +7.6000000000000000E+01	
  +8.4050000000000000E+03	  -2.3500000000000001E+00	  -1.4879921556557747E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.0500000000000007E+00	  +8.0000000000000000E+01	
  +8.4060000000000000E+03	  -3.4000000000000004E+00	  -1.6127783720731657E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.9000000000000004E+00	  +8.3000000000000000E+01	
  +8.4070000000000000E+03	  -4.4500000000000002E+00	  -1.7362856876721509E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.6000000000000005E+00	  +8.7000000000000000E+01	
  +8.4080000000000000E+03	  -5.5500000000000007E+00	  -1.8573760380941934E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.2000000000000002E+00	  +9.3500000000000000E+01	
  +8.4090000000000000E+03	  -5.4500000000000002E+00	  -1.8543774166223301E+01	  +1.1880000000000000E+02	  +0.0000000000000000E+00	  +1.1880000000000000E+02	  +1.0662149996173663E+02	  +5.5000000000000000E+00	  +9.4500000000000000E+01	
  +8.4100000000000000E+03	  -4.1500000000000004E+00	  -1.7273951898121283E+01	  +3.5280000000000001E+02	  +1.6704820526609051E+01	  +3.3609517947339094E+02	  +3.6713196641792513E+02	  +6.0500000000000007E+00	  +8.9500000000000000E+01	
  +8.4110000000000000E+03	  -2.6000000000000001E+00	  -1.6886296780549117E+01	  +7.1280000000000007E+02	  +2.3770858327450804E+02	  +4.7509141672549202E+02	  +1.2089691358205405E+03	  +6.7500000000000000E+00	  +8.3500000000000000E+01	
  +8.4120000000000000E+03	  -1.8000000000000000E+00	  -1.6056392419640929E+01	  +3.4919999999999999E+02	  +0.0000000000000000E+00	  +3.4919999999999999E+02	  +3.1340259079661985E+02	  +6.4500000000000002E+00	  +8.1500000000000000E+01	
  +8.4130000000000000E+03	  -1.9500000000000002E+00	  -1.4984575698120125E+01	  +4.0680000000000001E+02	  +0.0000000000000000E+00	  +4.0680000000000001E+02	  +3.6509786350534063E+02	  +5.7500000000000000E+00	  +8.3500000000000000E+01	
  +8.4140000000000000E+03	  -1.8000000000000000E+00	  -1.5879671708358217E+01	  +6.3720000000000005E+02	  +1.9106968548381045E+02	  +4.4613031451618963E+02	  +1.0518741369967677E+03	  +5.6000000000000005E+00	  +8.3500000000000000E+01	
  +8.4150000000000000E+03	  -1.6000000000000001E+00	  -1.7862709857947266E+01	  +4.7519999999999993E+02	  +1.9572967828288952E+02	  +2.7947032171711044E+02	  +1.0425165955419795E+03	  +5.4500000000000002E+00	  +8.4000000000000000E+01	
  +8.4160000000000000E+03	  -2.1000000000000001E+00	  -1.9351244956910762E+01	  +1.1160000000000001E+02	  +1.2656026844099906E+00	  +1.1033439731559002E+02	  +1.0883236416854182E+02	  +6.2500000000000000E+00	  +8.7500000000000000E+01	
  +8.4170000000000000E+03	  -2.6500000000000004E+00	  -1.9677912948980492E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.4000000000000004E+00	  +9.0500000000000000E+01	
